|positive|,|@PrincessSuperC Hai Cici tersayang! Cuma mau memberitaukan kalau saya cinta kamu! OH! Dan akan berkunjung secepatnya? Fantasi berkendari 5 Mei!!!!|
|positive|,|@Msdebramaye Saya mendengar tentang kontes itu! Selamat teman!!|
|positive|,|UNC!!! Pemenang NCAA!! Franklin St.: I ADA DISANA!! SANGAT SERU!!!!!! Ini adalah yang terbaik...yang pernah ada http://tinyurl.com/49955t3|
|positive|,|@DivHumas_Polri: Hoax dan Ujaran Kebencian dapat mengancam persatuan \n\nLaporkan dan Janban Ikut Menyebarkan\n\n#PolriPromoter #PolriHumani\xe2\x80\xa6'|
|positive|,|@DivHumas_Polri: Polri : Reuni 212 Berjalan Kondusif\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/dxWUJk96g5|
|positive|,"|Ayo pak @BareskrimPolri @CCICPolri @DivHumas_Polri @KejaksaanRI segera ditindak, jangan sampe nanti di katakan B***I https://t.co/pX7ZMiHZWC|"
|positive|,"|RT @fahiraidris: Mantap Pak Wakapolsek Minahasa Utara, Kauditan Ipda L. Hadi Purwanto. Semangat kepolisian menyelamatkan anak bangsa dari b\xe2\x80\xa6|"
|positive|,|@DivHumas_Polri: Hoax dan Ujaran Kebencian dapat mengancam persatuan \n\nLaporkan dan Janban Ikut Menyebarkan\n\n#PolriPromoter #PolriHumani\xe2\x80\xa6|
|positive|,"|@DivHumas_Polri @PolriMultimedia Pa kapolri benar, sebab pa kapolri ngitungnya pas ba'da ashar jm 16..|"
|positive|,|@DivHumas_Polri: Hoax dan Ujaran Kebencian dapat mengancam persatuan \n\nLaporkan dan Janban Ikut Menyebarkan\n\n#PolriPromoter #PolriHumani\xe2\x80\xa6|
|positive|,"|@muannas_alaidid @GunRomli @DivHumas_Polri @psi_id @AntoniRaja Lanjutkan saja pak, biar yg beginian jadi efek jera.masa seenaknya minta maap|"
|positive|,"|@korantempo Ayuk pak, pakai helm. @TMCPoldaMetro @NTMCLantasPolri @DivHumas_Polri #DKIJakarta #jaktim #SafetyFirst https://t.co/d2OEysSf7r|"
|positive|,|@lembagaPI: [Siaran Pers] HOAX! Tidak Benar Pati Polri Dukung Salah Satu Paslon Pilpres 2019 via @pemilihLPI https://t.co/W0rmtx83pS cc\xe2\x80\xa6|
|positive|,"|Kapolres Kediri kota menghimbau agar selalu menjaga kerukunan, jangan mudah terprovokasi &amp; hindari menyebarkan HOAX\xe2\x80\xa6 https://t.co/GuOxo36mTI|"
|positive|,|@DivHumas_Polri: Sa Bangga Menjadi Anak Indonesia\n\n#PolriPromoter #PolriHumanis #ThinkBeforePosting @PolriMultimedia https://t.co/iRb3KR\xe2\x80\xa6|
|positive|,"|@humaspolsekup01: Beginilah keakraban Bhabinkamtibmas Losari,.Brigpol Muh. Yunus WTT, dengan warganya,..... kedepankan dialog kamtibmas,\xe2\x80\xa6|"
|positive|,|RT @DivHumas_Polri: Hoax dan Ujaran Kebencian dapat mengancam persatuan \n\nLaporkan dan Janban Ikut Menyebarkan\n\n#PolriPromoter #PolriHumani\xe2\x80\xa6|
|positive|,|@DivHumas_Polri: Jiwa Raga TNI-Polri untuk NKRI\n\nTNI-Polri Kawan Agenda Nasional Pada Tahun Politik\n\n#PolriHumanis #PolriPromoter #TNIPo\xe2\x80\xa6|
|positive|,"|@JKFC23456789: Terlihat @sandiuno Cawapres Tak Berkualitas.\n\n""Dalam Hukum Tak kenal dgn Byk Pengikut""\n\nAnda @sandiuno Belajarlah yg Byk.\xe2\x80\xa6|"
|positive|,"|@reivaboy @duhmnas3 @DivHumas_Polri @BareskrimPolri @LembagaF @anna_suezann Hihihi..iyaa, maaf diterima \xf0\x9f\x99\x8f\xf0\x9f\x98\x82\xf0\x9f\x98\x82|"
|positive|,|@DivHumas_Polri @haikal_hassan @PolriMultimedia Intinya Jangan Lupa 2019 Ganti presiden No. 02 \xe2\x9c\x8c|
|positive|,"|@muannas_alaidid: Secara pribadi tentu saya maafkan, tapi krn yg dilaporkan bukan delik aduan tapi delik biasa ujaran kebencian, saya se\xe2\x80\xa6|"
|positive|,|@HumasPoldaJatim: Kami Hadir Dan Dekat Dengan Masyakat\n\n@DivHumas_Polri \n@PolriMultimedia \n@e100ss \n@beritajatimcom \n@jawapos \n@SINDOnew\xe2\x80\xa6|
|positive|,|@lembagaPI: [Siaran Pers] HOAX! Tidak Benar Pati Polri Dukung Salah Satu Paslon Pilpres 2019 via @pemilihLPI https://t.co/W0rmtx83pS cc\xe2\x80\xa6|
|positive|,"|RT @richadmustova: @WajahMuslim17 @D1x174nX1 Tolong dong min @DivHumas_Polri , masa Polisi2 Muslim gx ada satu pun yg terpanggil hatiny utk\xe2\x80\xa6|"
|neutral|,|@DivHumas_Polri: Jenazah Pilot Lion Air JT610 Berhasil Teridentifikasi\n\n#PolriPromoter #PolriHumanis #ThinkBeforePosting @PolriMultimedi\xe2\x80\xa6|
|neutral|,"|@DivHumas_Polri: Tak Bayar Pajak Tahunan, Polisi Berwenang Tilang dan Sita Kendaraan \n\nSelengkapnya \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/Pyp1GK8EPm\n\n#Korlant\xe2\x80\xa6|"
|neutral|,|@DivHumas_Polri: 16 Jenazah Korban Lio Air JT610 Teridentifikasi\n\nBerikut identitas jenazah Lion Air JT610 yang baru teridentifikasi :\xe2\x80\xa6|
|neutral|,|@BANGJAR14680450 @Fadlu0407Fadlu @DivHumas_Polri Saya bayar sama kaya yg tertera di stnk tuh?|
|neutral|,"|Sblum tambah merepotkan aparat,lebih baik kepolisian @DivHumas_Polri melarang/membatasi kegiatan itu!!! https://t.co/hRR9fI8n6Z|"
|neutral|,|@Jhonnymangmail1: @chicohakim @Airin_NZ @DivHumas_Polri Nah itu dia kok bisa Seenaknya ya team mereka maling  cukup mengembalikan  seles\xe2\x80\xa6|
|neutral|,|hoax laporan|
|neutral|,"|@chicohakim: Kalau maling ayam, mengembalikan ayam, juga akan dihentikan proses hukumnya Pak @DivHumas_Polri ? Ini pertanyaan serius...|"
|neutral|,|@KoRnHurry: Tolong Viral kan ! \n\nPemilik akun ini rela di Bui untuk memenggal leher KH.Muwafiq\n\nCc. @DivHumas_Polri @BSSN_RI @bareskrim2\xe2\x80\xa6|
|neutral|,|@agungputra_LNG: @WajahMuslim17 @HAhmadCharlesS1 Share detail oknum ini mba..semoga bisa dilacak  @DivHumas_Polri|
|neutral|,"|@DivHumas_Polri: Tak Bayar Pajak Tahunan, Polisi Berwenang Tilang dan Sita Kendaraan \n\nSelengkapnya \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/Pyp1GK8EPm\n\n#Korlant\xe2\x80\xa6|"
|neutral|,|@newsjundi: @DivHumas_Polri @haikal_hassan @PolriMultimedia maaf komndan @DivHumas_Polri bukn 40 ribu...tp 10 juta lebih..tanyakn saja k\xe2\x80\xa6|
|neutral|,"|@DivHumas_Polri @haikal_hassan @PolriMultimedia Cuman 2 orang ko pak yg hadir,, kok di tambah2in... Banyak lagi nambahinya…|"
|neutral|,"|@DivHumas_Polri @haikal_hassan @PolriMultimedia Mungkin yang dimaksud 40rb peserta itu TNI POLRI,  tapi gak apalah\xe2\x80\xa6 https://t.co/ayLs8cT64U|"
|neutral|,|@Dennysiregar7 @DivHumas_Polri yaelah masih besaran jumlah konser kpop papan atas..yg sekali konser bisa sampe 45K -55K\xf0\x9f\x98\x86|
|neutral|,|@DivHumas_Polri @haikal_hassan @PolriMultimedia Pakai ilmu statistika terapan dikit napeh..?\nMasa bejibun begitu di\xe2\x80\xa6 https://t.co/ToRKaSS4Eb|
|neutral|,|@DivHumas_Polri @PolriMultimedia Boleh tau gak metode ataupun teknik penghitungan jumlah orang yang disebutkan?|
|neutral|,|dibahas|
|neutral|,|@sifusiuss @LAPOR1708 @TMCPoldaMetro @DivHumas_Polri @netmediatama Kejadian kapan ya mba?|
|neutral|,|RT @humaira979: Si @VeronicaKoman kapan giliran nya pak @DivHumas_Polri ?? https://t.co/kS8huDew6O|
